20 random points are as follows:
(61.000000,59.000000)
(92.000000,72.000000)
(31.000000,2.000000)
(96.000000,68.000000)
(5.000000,28.000000)
(45.000000,89.000000)
(4.000000,59.000000)
(67.000000,8.000000)
(72.000000,86.000000)
(95.000000,21.000000)
(58.000000,97.000000)
(70.000000,65.000000)
(1.000000,23.000000)
(13.000000,5.000000)
(20.000000,39.000000)
(14.000000,33.000000)
(50.000000,6.000000)
(5.000000,81.000000)
(8.000000,53.000000)
(2.000000,14.000000)
p[0][0] = 0	p[0][1] = 2	p[0][2] = 1	p[0][3] = 3	p[0][4] = 4	p[0][5] = 5	p[0][6] = 6	p[0][7] = 7	p[0][8] = 8	p[0][9] = 9	p[0][10] = 10	p[0][11] = 11	p[0][12] = 12	p[0][13] = 13	p[0][14] = 14	p[0][15] = 15	p[0][16] = 16	p[0][17] = 17	p[0][18] = 18	p[0][19] = 19	
p[14][0] = 0	p[14][1] = 16	p[14][2] = 2	p[14][3] = 3	p[14][4] = 4	p[14][5] = 5	p[14][6] = 6	p[14][7] = 7	p[14][8] = 8	p[14][9] = 9	p[14][10] = 10	p[14][11] = 11	p[14][12] = 12	p[14][13] = 13	p[14][14] = 14	p[14][15] = 15	p[14][16] = 1	p[14][17] = 17	p[14][18] = 18	p[14][19] = 19	
p[15][0] = 0	p[15][1] = 17	p[15][2] = 2	p[15][3] = 3	p[15][4] = 4	p[15][5] = 5	p[15][6] = 6	p[15][7] = 7	p[15][8] = 8	p[15][9] = 9	p[15][10] = 10	p[15][11] = 11	p[15][12] = 12	p[15][13] = 13	p[15][14] = 14	p[15][15] = 15	p[15][16] = 16	p[15][17] = 1	p[15][18] = 18	p[15][19] = 19	
p[16][0] = 0	p[16][1] = 18	p[16][2] = 2	p[16][3] = 3	p[16][4] = 4	p[16][5] = 5	p[16][6] = 6	p[16][7] = 7	p[16][8] = 8	p[16][9] = 9	p[16][10] = 10	p[16][11] = 11	p[16][12] = 12	p[16][13] = 13	p[16][14] = 14	p[16][15] = 15	p[16][16] = 16	p[16][17] = 17	p[16][18] = 1	p[16][19] = 19	
p[17][0] = 0	p[17][1] = 19	p[17][2] = 2	p[17][3] = 3	p[17][4] = 4	p[17][5] = 5	p[17][6] = 6	p[17][7] = 7	p[17][8] = 8	p[17][9] = 9	p[17][10] = 10	p[17][11] = 11	p[17][12] = 12	p[17][13] = 13	p[17][14] = 14	p[17][15] = 15	p[17][16] = 16	p[17][17] = 17	p[17][18] = 18	p[17][19] = 1	
p[18][0] = 0	p[18][1] = 1	p[18][2] = 3	p[18][3] = 2	p[18][4] = 4	p[18][5] = 5	p[18][6] = 6	p[18][7] = 7	p[18][8] = 8	p[18][9] = 9	p[18][10] = 10	p[18][11] = 11	p[18][12] = 12	p[18][13] = 13	p[18][14] = 14	p[18][15] = 15	p[18][16] = 16	p[18][17] = 17	p[18][18] = 18	p[18][19] = 19	
p[19][0] = 0	p[19][1] = 1	p[19][2] = 4	p[19][3] = 3	p[19][4] = 2	p[19][5] = 5	p[19][6] = 6	p[19][7] = 7	p[19][8] = 8	p[19][9] = 9	p[19][10] = 10	p[19][11] = 11	p[19][12] = 12	p[19][13] = 13	p[19][14] = 14	p[19][15] = 15	p[19][16] = 16	p[19][17] = 17	p[19][18] = 18	p[19][19] = 19	
p[20][0] = 0	p[20][1] = 1	p[20][2] = 5	p[20][3] = 3	p[20][4] = 4	p[20][5] = 2	p[20][6] = 6	p[20][7] = 7	p[20][8] = 8	p[20][9] = 9	p[20][10] = 10	p[20][11] = 11	p[20][12] = 12	p[20][13] = 13	p[20][14] = 14	p[20][15] = 15	p[20][16] = 16	p[20][17] = 17	p[20][18] = 18	p[20][19] = 19	
p[21][0] = 0	p[21][1] = 1	p[21][2] = 6	p[21][3] = 3	p[21][4] = 4	p[21][5] = 5	p[21][6] = 2	p[21][7] = 7	p[21][8] = 8	p[21][9] = 9	p[21][10] = 10	p[21][11] = 11	p[21][12] = 12	p[21][13] = 13	p[21][14] = 14	p[21][15] = 15	p[21][16] = 16	p[21][17] = 17	p[21][18] = 18	p[21][19] = 19	
p[22][0] = 0	p[22][1] = 1	p[22][2] = 7	p[22][3] = 3	p[22][4] = 4	p[22][5] = 5	p[22][6] = 6	p[22][7] = 2	p[22][8] = 8	p[22][9] = 9	p[22][10] = 10	p[22][11] = 11	p[22][12] = 12	p[22][13] = 13	p[22][14] = 14	p[22][15] = 15	p[22][16] = 16	p[22][17] = 17	p[22][18] = 18	p[22][19] = 19	
p[23][0] = 0	p[23][1] = 1	p[23][2] = 8	p[23][3] = 3	p[23][4] = 4	p[23][5] = 5	p[23][6] = 6	p[23][7] = 7	p[23][8] = 2	p[23][9] = 9	p[23][10] = 10	p[23][11] = 11	p[23][12] = 12	p[23][13] = 13	p[23][14] = 14	p[23][15] = 15	p[23][16] = 16	p[23][17] = 17	p[23][18] = 18	p[23][19] = 19	
p[24][0] = 0	p[24][1] = 1	p[24][2] = 9	p[24][3] = 3	p[24][4] = 4	p[24][5] = 5	p[24][6] = 6	p[24][7] = 7	p[24][8] = 8	p[24][9] = 2	p[24][10] = 10	p[24][11] = 11	p[24][12] = 12	p[24][13] = 13	p[24][14] = 14	p[24][15] = 15	p[24][16] = 16	p[24][17] = 17	p[24][18] = 18	p[24][19] = 19	
p[25][0] = 0	p[25][1] = 1	p[25][2] = 10	p[25][3] = 3	p[25][4] = 4	p[25][5] = 5	p[25][6] = 6	p[25][7] = 7	p[25][8] = 8	p[25][9] = 9	p[25][10] = 2	p[25][11] = 11	p[25][12] = 12	p[25][13] = 13	p[25][14] = 14	p[25][15] = 15	p[25][16] = 16	p[25][17] = 17	p[25][18] = 18	p[25][19] = 19	
p[26][0] = 0	p[26][1] = 1	p[26][2] = 11	p[26][3] = 3	p[26][4] = 4	p[26][5] = 5	p[26][6] = 6	p[26][7] = 7	p[26][8] = 8	p[26][9] = 9	p[26][10] = 10	p[26][11] = 2	p[26][12] = 12	p[26][13] = 13	p[26][14] = 14	p[26][15] = 15	p[26][16] = 16	p[26][17] = 17	p[26][18] = 18	p[26][19] = 19	
p[27][0] = 0	p[27][1] = 1	p[27][2] = 12	p[27][3] = 3	p[27][4] = 4	p[27][5] = 5	p[27][6] = 6	p[27][7] = 7	p[27][8] = 8	p[27][9] = 9	p[27][10] = 10	p[27][11] = 11	p[27][12] = 2	p[27][13] = 13	p[27][14] = 14	p[27][15] = 15	p[27][16] = 16	p[27][17] = 17	p[27][18] = 18	p[27][19] = 19	
p[28][0] = 0	p[28][1] = 1	p[28][2] = 13	p[28][3] = 3	p[28][4] = 4	p[28][5] = 5	p[28][6] = 6	p[28][7] = 7	p[28][8] = 8	p[28][9] = 9	p[28][10] = 10	p[28][11] = 11	p[28][12] = 12	p[28][13] = 2	p[28][14] = 14	p[28][15] = 15	p[28][16] = 16	p[28][17] = 17	p[28][18] = 18	p[28][19] = 19	
p[29][0] = 0	p[29][1] = 1	p[29][2] = 14	p[29][3] = 3	p[29][4] = 4	p[29][5] = 5	p[29][6] = 6	p[29][7] = 7	p[29][8] = 8	p[29][9] = 9	p[29][10] = 10	p[29][11] = 11	p[29][12] = 12	p[29][13] = 13	p[29][14] = 2	p[29][15] = 15	p[29][16] = 16	p[29][17] = 17	p[29][18] = 18	p[29][19] = 19	
p[30][0] = 0	p[30][1] = 1	p[30][2] = 15	p[30][3] = 3	p[30][4] = 4	p[30][5] = 5	p[30][6] = 6	p[30][7] = 7	p[30][8] = 8	p[30][9] = 9	p[30][10] = 10	p[30][11] = 11	p[30][12] = 12	p[30][13] = 13	p[30][14] = 14	p[30][15] = 2	p[30][16] = 16	p[30][17] = 17	p[30][18] = 18	p[30][19] = 19	
p[31][0] = 0	p[31][1] = 1	p[31][2] = 16	p[31][3] = 3	p[31][4] = 4	p[31][5] = 5	p[31][6] = 6	p[31][7] = 7	p[31][8] = 8	p[31][9] = 9	p[31][10] = 10	p[31][11] = 11	p[31][12] = 12	p[31][13] = 13	p[31][14] = 14	p[31][15] = 15	p[31][16] = 2	p[31][17] = 17	p[31][18] = 18	p[31][19] = 19	
p[32][0] = 0	p[32][1] = 1	p[32][2] = 17	p[32][3] = 3	p[32][4] = 4	p[32][5] = 5	p[32][6] = 6	p[32][7] = 7	p[32][8] = 8	p[32][9] = 9	p[32][10] = 10	p[32][11] = 11	p[32][12] = 12	p[32][13] = 13	p[32][14] = 14	p[32][15] = 15	p[32][16] = 16	p[32][17] = 2	p[32][18] = 18	p[32][19] = 19	
p[33][0] = 0	p[33][1] = 1	p[33][2] = 18	p[33][3] = 3	p[33][4] = 4	p[33][5] = 5	p[33][6] = 6	p[33][7] = 7	p[33][8] = 8	p[33][9] = 9	p[33][10] = 10	p[33][11] = 11	p[33][12] = 12	p[33][13] = 13	p[33][14] = 14	p[33][15] = 15	p[33][16] = 16	p[33][17] = 17	p[33][18] = 2	p[33][19] = 19	
p[34][0] = 0	p[34][1] = 1	p[34][2] = 19	p[34][3] = 3	p[34][4] = 4	p[34][5] = 5	p[34][6] = 6	p[34][7] = 7	p[34][8] = 8	p[34][9] = 9	p[34][10] = 10	p[34][11] = 11	p[34][12] = 12	p[34][13] = 13	p[34][14] = 14	p[34][15] = 15	p[34][16] = 16	p[34][17] = 17	p[34][18] = 18	p[34][19] = 2	
p[35][0] = 0	p[35][1] = 1	p[35][2] = 2	p[35][3] = 4	p[35][4] = 3	p[35][5] = 5	p[35][6] = 6	p[35][7] = 7	p[35][8] = 8	p[35][9] = 9	p[35][10] = 10	p[35][11] = 11	p[35][12] = 12	p[35][13] = 13	p[35][14] = 14	p[35][15] = 15	p[35][16] = 16	p[35][17] = 17	p[35][18] = 18	p[35][19] = 19	
p[36][0] = 0	p[36][1] = 1	p[36][2] = 2	p[36][3] = 5	p[36][4] = 4	p[36][5] = 3	p[36][6] = 6	p[36][7] = 7	p[36][8] = 8	p[36][9] = 9	p[36][10] = 10	p[36][11] = 11	p[36][12] = 12	p[36][13] = 13	p[36][14] = 14	p[36][15] = 15	p[36][16] = 16	p[36][17] = 17	p[36][18] = 18	p[36][19] = 19	
p[37][0] = 0	p[37][1] = 1	p[37][2] = 2	p[37][3] = 6	p[37][4] = 4	p[37][5] = 5	p[37][6] = 3	p[37][7] = 7	p[37][8] = 8	p[37][9] = 9	p[37][10] = 10	p[37][11] = 11	p[37][12] = 12	p[37][13] = 13	p[37][14] = 14	p[37][15] = 15	p[37][16] = 16	p[37][17] = 17	p[37][18] = 18	p[37][19] = 19	
p[38][0] = 0	p[38][1] = 1	p[38][2] = 2	p[38][3] = 7	p[38][4] = 4	p[38][5] = 5	p[38][6] = 6	p[38][7] = 3	p[38][8] = 8	p[38][9] = 9	p[38][10] = 10	p[38][11] = 11	p[38][12] = 12	p[38][13] = 13	p[38][14] = 14	p[38][15] = 15	p[38][16] = 16	p[38][17] = 17	p[38][18] = 18	p[38][19] = 19	
p[39][0] = 0	p[39][1] = 1	p[39][2] = 2	p[39][3] = 8	p[39][4] = 4	p[39][5] = 5	p[39][6] = 6	p[39][7] = 7	p[39][8] = 3	p[39][9] = 9	p[39][10] = 10	p[39][11] = 11	p[39][12] = 12	p[39][13] = 13	p[39][14] = 14	p[39][15] = 15	p[39][16] = 16	p[39][17] = 17	p[39][18] = 18	p[39][19] = 19	
p[40][0] = 0	p[40][1] = 1	p[40][2] = 2	p[40][3] = 9	p[40][4] = 4	p[40][5] = 5	p[40][6] = 6	p[40][7] = 7	p[40][8] = 8	p[40][9] = 3	p[40][10] = 10	p[40][11] = 11	p[40][12] = 12	p[40][13] = 13	p[40][14] = 14	p[40][15] = 15	p[40][16] = 16	p[40][17] = 17	p[40][18] = 18	p[40][19] = 19	
p[41][0] = 0	p[41][1] = 1	p[41][2] = 2	p[41][3] = 10	p[41][4] = 4	p[41][5] = 5	p[41][6] = 6	p[41][7] = 7	p[41][8] = 8	p[41][9] = 9	p[41][10] = 3	p[41][11] = 11	p[41][12] = 12	p[41][13] = 13	p[41][14] = 14	p[41][15] = 15	p[41][16] = 16	p[41][17] = 17	p[41][18] = 18	p[41][19] = 19	
p[42][0] = 0	p[42][1] = 1	p[42][2] = 2	p[42][3] = 11	p[42][4] = 4	p[42][5] = 5	p[42][6] = 6	p[42][7] = 7	p[42][8] = 8	p[42][9] = 9	p[42][10] = 10	p[42][11] = 3	p[42][12] = 12	p[42][13] = 13	p[42][14] = 14	p[42][15] = 15	p[42][16] = 16	p[42][17] = 17	p[42][18] = 18	p[42][19] = 19	
p[43][0] = 0	p[43][1] = 1	p[43][2] = 2	p[43][3] = 12	p[43][4] = 4	p[43][5] = 5	p[43][6] = 6	p[43][7] = 7	p[43][8] = 8	p[43][9] = 9	p[43][10] = 10	p[43][11] = 11	p[43][12] = 3	p[43][13] = 13	p[43][14] = 14	p[43][15] = 15	p[43][16] = 16	p[43][17] = 17	p[43][18] = 18	p[43][19] = 19	
p[44][0] = 0	p[44][1] = 1	p[44][2] = 2	p[44][3] = 13	p[44][4] = 4	p[44][5] = 5	p[44][6] = 6	p[44][7] = 7	p[44][8] = 8	p[44][9] = 9	p[44][10] = 10	p[44][11] = 11	p[44][12] = 12	p[44][13] = 3	p[44][14] = 14	p[44][15] = 15	p[44][16] = 16	p[44][17] = 17	p[44][18] = 18	p[44][19] = 19	
p[45][0] = 0	p[45][1] = 1	p[45][2] = 2	p[45][3] = 14	p[45][4] = 4	p[45][5] = 5	p[45][6] = 6	p[45][7] = 7	p[45][8] = 8	p[45][9] = 9	p[45][10] = 10	p[45][11] = 11	p[45][12] = 12	p[45][13] = 13	p[45][14] = 3	p[45][15] = 15	p[45][16] = 16	p[45][17] = 17	p[45][18] = 18	p[45][19] = 19	
p[46][0] = 0	p[46][1] = 1	p[46][2] = 2	p[46][3] = 15	p[46][4] = 4	p[46][5] = 5	p[46][6] = 6	p[46][7] = 7	p[46][8] = 8	p[46][9] = 9	p[46][10] = 10	p[46][11] = 11	p[46][12] = 12	p[46][13] = 13	p[46][14] = 14	p[46][15] = 3	p[46][16] = 16	p[46][17] = 17	p[46][18] = 18	p[46][19] = 19	
p[47][0] = 0	p[47][1] = 1	p[47][2] = 2	p[47][3] = 16	p[47][4] = 4	p[47][5] = 5	p[47][6] = 6	p[47][7] = 7	p[47][8] = 8	p[47][9] = 9	p[47][10] = 10	p[47][11] = 11	p[47][12] = 12	p[47][13] = 13	p[47][14] = 14	p[47][15] = 15	p[47][16] = 3	p[47][17] = 17	p[47][18] = 18	p[47][19] = 19	
p[48][0] = 0	p[48][1] = 1	p[48][2] = 2	p[48][3] = 17	p[48][4] = 4	p[48][5] = 5	p[48][6] = 6	p[48][7] = 7	p[48][8] = 8	p[48][9] = 9	p[48][10] = 10	p[48][11] = 11	p[48][12] = 12	p[48][13] = 13	p[48][14] = 14	p[48][15] = 15	p[48][16] = 16	p[48][17] = 3	p[48][18] = 18	p[48][19] = 19	
p[49][0] = 0	p[49][1] = 1	p[49][2] = 2	p[49][3] = 18	p[49][4] = 4	p[49][5] = 5	p[49][6] = 6	p[49][7] = 7	p[49][8] = 8	p[49][9] = 9	p[49][10] = 10	p[49][11] = 11	p[49][12] = 12	p[49][13] = 13	p[49][14] = 14	p[49][15] = 15	p[49][16] = 16	p[49][17] = 17	p[49][18] = 3	p[49][19] = 19	
p[50][0] = 0	p[50][1] = 1	p[50][2] = 2	p[50][3] = 19	p[50][4] = 4	p[50][5] = 5	p[50][6] = 6	p[50][7] = 7	p[50][8] = 8	p[50][9] = 9	p[50][10] = 10	p[50][11] = 11	p[50][12] = 12	p[50][13] = 13	p[50][14] = 14	p[50][15] = 15	p[50][16] = 16	p[50][17] = 17	p[50][18] = 18	p[50][19] = 3	
p[51][0] = 0	p[51][1] = 1	p[51][2] = 2	p[51][3] = 3	p[51][4] = 5	p[51][5] = 4	p[51][6] = 6	p[51][7] = 7	p[51][8] = 8	p[51][9] = 9	p[51][10] = 10	p[51][11] = 11	p[51][12] = 12	p[51][13] = 13	p[51][14] = 14	p[51][15] = 15	p[51][16] = 16	p[51][17] = 17	p[51][18] = 18	p[51][19] = 19	
p[52][0] = 0	p[52][1] = 1	p[52][2] = 2	p[52][3] = 3	p[52][4] = 6	p[52][5] = 5	p[52][6] = 4	p[52][7] = 7	p[52][8] = 8	p[52][9] = 9	p[52][10] = 10	p[52][11] = 11	p[52][12] = 12	p[52][13] = 13	p[52][14] = 14	p[52][15] = 15	p[52][16] = 16	p[52][17] = 17	p[52][18] = 18	p[52][19] = 19	
p[53][0] = 0	p[53][1] = 1	p[53][2] = 2	p[53][3] = 3	p[53][4] = 7	p[53][5] = 5	p[53][6] = 6	p[53][7] = 4	p[53][8] = 8	p[53][9] = 9	p[53][10] = 10	p[53][11] = 11	p[53][12] = 12	p[53][13] = 13	p[53][14] = 14	p[53][15] = 15	p[53][16] = 16	p[53][17] = 17	p[53][18] = 18	p[53][19] = 19	
p[54][0] = 0	p[54][1] = 1	p[54][2] = 2	p[54][3] = 3	p[54][4] = 8	p[54][5] = 5	p[54][6] = 6	p[54][7] = 7	p[54][8] = 4	p[54][9] = 9	p[54][10] = 10	p[54][11] = 11	p[54][12] = 12	p[54][13] = 13	p[54][14] = 14	p[54][15] = 15	p[54][16] = 16	p[54][17] = 17	p[54][18] = 18	p[54][19] = 19	
p[55][0] = 0	p[55][1] = 1	p[55][2] = 2	p[55][3] = 3	p[55][4] = 9	p[55][5] = 5	p[55][6] = 6	p[55][7] = 7	p[55][8] = 8	p[55][9] = 4	p[55][10] = 10	p[55][11] = 11	p[55][12] = 12	p[55][13] = 13	p[55][14] = 14	p[55][15] = 15	p[55][16] = 16	p[55][17] = 17	p[55][18] = 18	p[55][19] = 19	
p[56][0] = 0	p[56][1] = 1	p[56][2] = 2	p[56][3] = 3	p[56][4] = 10	p[56][5] = 5	p[56][6] = 6	p[56][7] = 7	p[56][8] = 8	p[56][9] = 9	p[56][10] = 4	p[56][11] = 11	p[56][12] = 12	p[56][13] = 13	p[56][14] = 14	p[56][15] = 15	p[56][16] = 16	p[56][17] = 17	p[56][18] = 18	p[56][19] = 19	
p[57][0] = 0	p[57][1] = 1	p[57][2] = 2	p[57][3] = 3	p[57][4] = 11	p[57][5] = 5	p[57][6] = 6	p[57][7] = 7	p[57][8] = 8	p[57][9] = 9	p[57][10] = 10	p[57][11] = 4	p[57][12] = 12	p[57][13] = 13	p[57][14] = 14	p[57][15] = 15	p[57][16] = 16	p[57][17] = 17	p[57][18] = 18	p[57][19] = 19	
p[58][0] = 0	p[58][1] = 1	p[58][2] = 2	p[58][3] = 3	p[58][4] = 12	p[58][5] = 5	p[58][6] = 6	p[58][7] = 7	p[58][8] = 8	p[58][9] = 9	p[58][10] = 10	p[58][11] = 11	p[58][12] = 4	p[58][13] = 13	p[58][14] = 14	p[58][15] = 15	p[58][16] = 16	p[58][17] = 17	p[58][18] = 18	p[58][19] = 19	
p[59][0] = 0	p[59][1] = 1	p[59][2] = 2	p[59][3] = 3	p[59][4] = 13	p[59][5] = 5	p[59][6] = 6	p[59][7] = 7	p[59][8] = 8	p[59][9] = 9	p[59][10] = 10	p[59][11] = 11	p[59][12] = 12	p[59][13] = 4	p[59][14] = 14	p[59][15] = 15	p[59][16] = 16	p[59][17] = 17	p[59][18] = 18	p[59][19] = 19	
p[60][0] = 0	p[60][1] = 1	p[60][2] = 2	p[60][3] = 3	p[60][4] = 14	p[60][5] = 5	p[60][6] = 6	p[60][7] = 7	p[60][8] = 8	p[60][9] = 9	p[60][10] = 10	p[60][11] = 11	p[60][12] = 12	p[60][13] = 13	p[60][14] = 4	p[60][15] = 15	p[60][16] = 16	p[60][17] = 17	p[60][18] = 18	p[60][19] = 19	
p[61][0] = 0	p[61][1] = 1	p[61][2] = 2	p[61][3] = 3	p[61][4] = 15	p[61][5] = 5	p[61][6] = 6	p[61][7] = 7	p[61][8] = 8	p[61][9] = 9	p[61][10] = 10	p[61][11] = 11	p[61][12] = 12	p[61][13] = 13	p[61][14] = 14	p[61][15] = 4	p[61][16] = 16	p[61][17] = 17	p[61][18] = 18	p[61][19] = 19	
p[62][0] = 0	p[62][1] = 1	p[62][2] = 2	p[62][3] = 3	p[62][4] = 16	p[62][5] = 5	p[62][6] = 6	p[62][7] = 7	p[62][8] = 8	p[62][9] = 9	p[62][10] = 10	p[62][11] = 11	p[62][12] = 12	p[62][13] = 13	p[62][14] = 14	p[62][15] = 15	p[62][16] = 4	p[62][17] = 17	p[62][18] = 18	p[62][19] = 19	
p[63][0] = 0	p[63][1] = 1	p[63][2] = 2	p[63][3] = 3	p[63][4] = 17	p[63][5] = 5	p[63][6] = 6	p[63][7] = 7	p[63][8] = 8	p[63][9] = 9	p[63][10] = 10	p[63][11] = 11	p[63][12] = 12	p[63][13] = 13	p[63][14] = 14	p[63][15] = 15	p[63][16] = 16	p[63][17] = 4	p[63][18] = 18	p[63][19] = 19	
p[64][0] = 0	p[64][1] = 1	p[64][2] = 2	p[64][3] = 3	p[64][4] = 18	p[64][5] = 5	p[64][6] = 6	p[64][7] = 7	p[64][8] = 8	p[64][9] = 9	p[64][10] = 10	p[64][11] = 11	p[64][12] = 12	p[64][13] = 13	p[64][14] = 14	p[64][15] = 15	p[64][16] = 16	p[64][17] = 17	p[64][18] = 4	p[64][19] = 19	
p[65][0] = 0	p[65][1] = 1	p[65][2] = 2	p[65][3] = 3	p[65][4] = 19	p[65][5] = 5	p[65][6] = 6	p[65][7] = 7	p[65][8] = 8	p[65][9] = 9	p[65][10] = 10	p[65][11] = 11	p[65][12] = 12	p[65][13] = 13	p[65][14] = 14	p[65][15] = 15	p[65][16] = 16	p[65][17] = 17	p[65][18] = 18	p[65][19] = 4	
